iShares Core SPI (CH) (CHSPI/CH0237935652)
          28.11.2016;
          Time;Price;Volume;
          17:08:17;97.6;110;
            16:21:37;98.01;298;
            16:11:49;97.95;175;
            15:59:41;98.03;15;
            15:59:33;98.01;15;
            15:58:41;98;21;
            15:58:11;97.96;35;
            15:57:03;98;30;
            15:56:11;97.98;25;
            15:55:11;97.98;29;
            15:53:11;97.92;27;
            15:53:03;97.92;29;
            15:52:11;97.96;24;
            15:51:11;97.99;35;
            15:50:00;97.96;25;
            15:49:11;98;25;
            15:48:11;98;27;
            15:47:33;98.03;26;
            15:47:11;98.04;40;
            15:46:11;98.03;39;
            15:46:06;97.88;50;
            15:45:33;98;27;
            15:45:11;98.03;40;
            15:44:11;98.03;28;
            15:43:23;97.96;29;
            15:42:59;98.01;52;
            15:42:18;98.06;27;
            15:42:11;98.09;39;
            15:41:11;98.08;40;
            15:40:18;98.12;27;
            15:40:11;98.11;40;
            15:39:11;98.07;40;
            15:38:18;98.06;29;
            15:38:11;98.07;40;
            15:37:11;98.06;38;
            15:36:18;98.06;28;
            15:36:11;98.06;42;
            15:35:18;98.07;28;
            15:35:11;98.09;40;
            15:34:11;98.08;40;
            15:33:18;98.06;27;
            15:33:11;98.05;40;
            15:32:11;98.05;43;
            15:31:09;98.05;26;
            15:31:05;98.06;24;
            15:30:26;98.09;40;
            15:30:03;98.07;25;
            15:29:26;98.05;40;
            15:28:26;98.05;41;
            15:28:03;98.05;28;
            15:27:26;98.04;39;
            15:27:00;98.03;24;
            15:26:26;98.05;40;
            15:25:26;98.06;40;
            15:25:18;98.05;25;
            15:24:26;98.03;38;
            15:23:26;98.05;28;
            15:23:18;98.05;29;
            15:22:18;98.07;54;
            15:21:26;98.07;39;
            15:21:18;98.08;28;
            15:20:26;98.09;41;
            15:20:18;98.09;25;
            15:19:26;98.08;40;
            15:18:26;98.08;39;
            15:18:09;98.08;25;
            15:17:26;98.12;40;
            15:16:26;98.1;37;
            15:16:18;98.1;26;
            15:15:26;98.12;26;
            15:15:18;98.12;25;
            15:14:25;98.14;57;
            15:13:26;98.15;39;
            15:13:18;98.14;25;
            15:12:26;98.12;40;
            15:12:18;98.13;26;
            15:11:26;98.09;40;
            15:10:26;98.12;41;
            15:10:18;98.12;24;
            15:09:26;98.12;54;
            15:08:08;98.12;28;
            15:07:18;98.13;55;
            15:06:41;98.11;40;
            15:06:18;98.11;26;
            15:05:41;98.11;40;
            15:05:08;98.13;26;
            15:04:41;98.15;40;
            15:03:41;98.14;24;
            15:02:48;98.14;26;
            15:02:41;98.14;46;
            15:01:48;98.14;26;
            15:01:41;98.13;49;
            15:00:48;98.12;27;
            15:00:41;98.12;40;
            14:59:41;98.08;40;
            14:58:48;98.06;26;
            14:58:41;98.06;41;
            14:57:41;98.06;50;
            14:56:48;98.12;29;
            14:55:37;98.06;24;
            14:55:34;98.06;25;
            14:54:56;98.1;25;
            14:54:37;98.09;26;
            14:53:44;98.06;28;
            14:53:41;98.08;37;
            14:53:30;98.13;28;
            14:52:33;98.08;25;
            14:52:30;98.08;25;
            14:51:41;98.15;28;
            14:51:33;98.15;29;
            14:50:41;98.11;27;
            14:49:41;98.08;38;
            14:49:33;98.08;29;
            14:48:38;98.08;56;
            14:47:56;98.09;28;
            14:47:20;98.09;25;
            14:46:56;98.1;35;
            14:46:03;98.08;27;
            14:45:48;98.09;26;
            14:45:41;98.11;42;
            14:44:41;98.11;39;
            14:43:58;98.11;25;
            14:43:41;98.1;51;
            14:42:37;98.11;50;
            14:41:41;98.1;28;
            14:41:33;98.1;27;
            14:40:32;98.08;24;
            14:40:26;98.11;26;
            14:39:33;98.08;28;
            14:39:18;98.08;57;
            14:38:32;98.08;56;
            14:37:41;98.1;37;
            14:36:41;98.1;26;
            14:35:36;98.07;29;
            14:35:32;98.09;57;
            14:34:41;98.1;31;
            14:33:48;98.09;28;
            14:33:37;98.09;27;
            14:33:11;98.09;28;
            14:32:28;98.06;26;
            14:32:11;98.06;53;
            14:31:18;98.03;31;
            14:31:11;98.04;36;
            14:30:11;98.03;26;
            14:29:08;98.01;57;
            14:28:56;98.02;41;
            14:27:56;98.02;39;
            14:27:22;98;24;
            14:26:56;98.03;40;
            14:26:03;98;26;
            14:25:56;98;41;
            14:24:56;97.99;37;
            14:23:58;97.99;29;
            14:23:56;98;28;
            14:22:47;98.02;53;
            14:22:33;98.04;28;
            14:21:56;98.03;41;
            14:21:18;98;200;
            14:20:56;98.03;39;
            14:20:19;97.99;29;
            14:19:56;98.03;47;
            14:18:48;97.99;29;
            14:17:56;97.99;51;
            14:16:56;97.98;26;
            14:16:51;97.99;28;
            14:16:48;98;28;
            14:15:38;97.96;18;
            14:15:16;97.98;26;
            14:15:11;98.01;42;
            14:14:33;98.02;30;
            14:14:11;98;27;
            14:13:11;97.98;59;
            14:12:33;98;25;
            14:12:03;97.98;3;
            14:12:00;97.98;26;
            14:11:26;98;25;
            14:10:33;97.99;24;
            14:10:20;97.98;59;
            14:09:33;98;24;
            14:09:26;97.99;36;
            14:08:20;97.92;25;
            14:07:56;97.99;34;
            14:06:56;98.01;28;
            14:06:32;97.96;29;
            14:05:48;98;27;
            14:05:41;98.01;56;
            14:04:38;98.03;52;
            14:03:41;98.04;24;
            14:03:21;98.02;29;
            14:02:41;98.04;53;
            14:01:41;98.04;25;
            14:01:30;98.03;27;
            14:00:41;98.04;40;
            14:00:18;98.04;24;
            13:59:31;98.02;27;
            13:59:26;98.04;40;
            13:59:18;98.03;24;
            13:58:26;98.03;41;
            13:57:26;98.04;25;
            13:57:18;98.02;25;
            13:56:17;98.03;54;
            13:56:13;98.05;27;
            13:55:26;98.06;40;
            13:54:33;98.05;24;
            13:54:26;98.05;40;
            13:52:19;97.99;53;
            13:51:58;98.03;29;
            13:51:41;98.06;44;
            13:51:15;98.01;24;
            13:50:41;98.06;26;
            13:49:48;98.06;28;
            13:49:38;98.06;52;
            13:48:56;98.09;36;
            13:47:56;98.06;24;
            13:47:45;98.01;26;
            13:46:51;98.06;28;
            13:46:41;98.08;42;
            13:46:25;98.08;525;
            13:46:18;98.07;29;
            13:45:41;98.09;41;
            13:44:41;98.07;38;
            13:44:17;98.01;28;
            13:43:41;98.06;36;
            13:42:41;98.08;28;
            13:42:33;98.08;26;
            13:41:31;97.94;29;
            13:41:29;97.94;27;
            13:40:41;97.99;39;
            13:40:33;97.98;29;
            13:39:41;97.96;32;
            13:38:41;98;29;
            13:38:28;97.98;29;
            13:37:38;98.03;25;
            13:37:26;98.04;24;
            13:36:20;98.01;25;
            13:36:17;98.02;29;
            13:36:11;98.05;27;
            13:35:11;98.03;51;
            13:34:56;98.06;40;
            13:33:48;98.02;29;
            13:33:44;98.02;29;
            13:33:11;98.02;40;
            13:32:18;97.99;27;
            13:32:11;98;41;
            13:31:11;97.97;44;
            13:30:08;97.94;53;
            13:29:26;97.95;40;
            13:28:26;97.92;32;
            13:28:18;97.93;28;
            13:27:18;97.92;58;
            13:26:56;97.95;41;
            13:25:56;97.93;41;
            13:24:56;97.93;38;
            13:24:18;97.89;28;
            13:23:56;97.92;30;
            13:23:18;97.93;26;
            13:22:48;97.92;29;
            13:22:26;97.93;42;
            13:21:26;97.91;39;
            13:21:18;97.91;29;
            13:20:26;97.89;39;
            13:19:17;97.88;52;
            13:17:50;97.84;28;
            13:17:49;97.84;28;
            13:17:18;97.9;25;
            13:16:50;97.9;57;
            13:16:05;97.92;28;
            13:15:56;97.92;34;
            13:14:48;97.91;54;
            13:14:26;97.93;41;
            13:13:26;97.93;41;
            13:13:18;97.92;25;
            13:12:26;97.91;40;
            13:11:26;97.88;40;
            13:11:18;97.89;26;
            13:10:26;97.87;41;
            13:10:18;97.87;29;
            13:09:26;97.85;40;
            13:08:26;97.84;40;
            13:08:18;97.84;29;
            13:07:26;97.84;50;
            13:05:17;97.84;57;
            13:04:49;97.86;24;
            13:04:37;97.88;55;
            13:03:18;97.91;28;
            13:02:38;97.9;25;
            13:02:26;97.92;46;
            13:02:18;97.91;26;
            13:01:18;97.92;28;
            13:01:14;97.88;28;
            13:00:56;97.91;42;
            12:59:56;97.94;39;
            12:59:52;97.94;95;
            12:59:18;97.92;27;
            12:58:56;97.93;55;
            12:57:18;97.88;27;
            12:56:48;97.85;53;
            12:56:00;97.84;58;
            12:55:08;97.85;55;
            12:54:03;97.88;29;
            12:52:58;97.88;55;
            12:52:08;97.9;27;
            12:52:03;97.91;28;
            12:51:41;97.92;45;
            12:50:28;97.9;28;
            12:50:11;97.92;40;
            12:50:03;97.91;29;
            12:49:11;97.92;40;
            12:48:11;97.91;42;
            12:47:03;97.91;28;
            12:46:08;97.89;52;
            12:45:57;97.92;29;
            12:45:18;97.91;33;
            12:45:08;97.94;27;
            12:44:38;97.97;52;
            12:43:41;97.99;40;
            12:43:16;97.99;25;
            12:42:41;97.98;35;
            12:42:03;97.98;26;
            12:41:41;97.97;25;
            12:40:28;97.97;52;
            12:39:41;98.01;24;
            12:39:03;98.03;28;
            12:38:41;98.02;42;
            12:38:03;98;26;
            12:37:41;98.01;42;
            12:37:03;98.01;27;
            12:36:41;97.99;59;
            12:35:41;98.01;33;
            12:35:03;98.01;25;
            12:34:41;98;57;
            12:33:28;98.01;26;
            12:33:03;98;29;
            12:32:03;97.97;53;
            12:31:26;97.98;40;
            12:30:48;97.96;29;
            12:30:26;97.97;39;
            12:29:48;98.01;29;
            12:29:26;98.01;42;
            12:28:26;98.01;40;
            12:27:48;98;28;
