SPI® TR (SXGE/CH0009987501)
          10.11.2016;
          Time;Price;Volume;
          17:31:33;8659.98;0;
            17:24:42;8620.47;0;
            17:19:59;8620.47;0;
            17:17:59;8616.31;0;
            17:14:59;8613.46;0;
            17:11:58;8606.46;0;
            17:08:58;8609.7;0;
            17:05:59;8613.21;0;
            17:02:58;8612;0;
            16:59:59;8597.92;0;
            16:56:59;8607.52;0;
            16:53:59;8608.1;0;
            16:50:59;8617.13;0;
            16:47:58;8616.66;0;
            16:44:58;8613.25;0;
            16:41:59;8602.01;0;
            16:38:59;8600.91;0;
            16:35:58;8621.24;0;
            16:32:59;8628.24;0;
            16:29:59;8624.34;0;
            16:26:59;8637.91;0;
            16:23:58;8647.79;0;
            16:20:58;8641.32;0;
            16:17:59;8638.63;0;
            16:14:59;8638.64;0;
            16:11:58;8649.54;0;
            16:08:59;8661.65;0;
            16:05:58;8667.15;0;
            16:02:58;8679.04;0;
            15:59:59;8685.92;0;
            15:56:59;8692.93;0;
            15:53:59;8701.98;0;
            15:50:59;8709.33;0;
            15:47:59;8715.48;0;
            15:44:58;8713.48;0;
            15:41:58;8713.78;0;
            15:38:58;8697.95;0;
            15:35:58;8689.19;0;
            15:32:58;8679.37;0;
            15:29:59;8671.56;0;
            15:26:57;8672.38;0;
            15:23:58;8675.81;0;
            15:20:59;8669.35;0;
            15:17:58;8667.91;0;
            15:14:59;8668.67;0;
            15:11:59;8663.98;0;
            15:08:58;8659.58;0;
            15:05:59;8662.65;0;
            15:02:59;8663.74;0;
            14:59:59;8665.22;0;
            14:56:58;8663.28;0;
            14:53:59;8665.11;0;
            14:50:58;8667.62;0;
            14:47:59;8672.43;0;
            14:44:59;8667.54;0;
            14:41:59;8657.61;0;
            14:38:59;8660.48;0;
            14:35:58;8665.95;0;
            14:32:58;8667.23;0;
            14:29:59;8663.96;0;
            14:26:59;8661.35;0;
            14:23:58;8655.97;0;
            14:20:56;8650.39;0;
            14:17:59;8655.27;0;
            14:14:59;8655.93;0;
            14:11:59;8661.27;0;
            14:08:58;8654.22;0;
            14:05:57;8658.37;0;
            14:02:59;8666.8;0;
            13:59:59;8669.48;0;
            13:56:58;8670.87;0;
            13:53:59;8671.52;0;
            13:50:59;8674.42;0;
            13:47:58;8678.27;0;
            13:44:59;8682.55;0;
            13:41:58;8679.67;0;
            13:38:58;8678.04;0;
            13:35:59;8680.14;0;
            13:32:59;8685.54;0;
            13:29:58;8684.75;0;
            13:26:57;8691.96;0;
            13:23:58;8695.42;0;
            13:20:55;8698.21;0;
            13:17:59;8699.89;0;
            13:14:58;8704.37;0;
            13:11:57;8704.54;0;
            13:08:59;8704.25;0;
            13:05:59;8706.72;0;
            13:02:58;8709.14;0;
            12:59:59;8717.04;0;
            12:56:59;8714.88;0;
            12:53:58;8713.57;0;
            12:50:58;8711.74;0;
            12:47:58;8709.76;0;
            12:44:57;8711.59;0;
            12:41:58;8711.96;0;
            12:38:59;8714.84;0;
            12:35:58;8713.09;0;
            12:32:59;8718.5;0;
            12:29:59;8716.7;0;
            12:26:59;8717.85;0;
            12:23:59;8721.25;0;
            12:20:59;8722.13;0;
            12:17:57;8723.39;0;
            12:14:59;8720.62;0;
            12:11:58;8719.59;0;
            12:08:58;8719.65;0;
            12:05:59;8718.55;0;
            12:02:58;8720.97;0;
            11:59:55;8718.01;0;
            11:56:59;8722.52;0;
            11:53:59;8722.65;0;
            11:50:59;8725.74;0;
            11:47:59;8727.73;0;
            11:44:59;8727.29;0;
            11:41:59;8724.62;0;
            11:38:58;8726.49;0;
            11:35:58;8730.91;0;
            11:32:59;8730.21;0;
            11:29:56;8726.17;0;
            11:26:59;8725.07;0;
            11:23:56;8732.32;0;
            11:20:57;8732.79;0;
            11:17:59;8732.17;0;
            11:14:57;8729.92;0;
            11:11:58;8724.49;0;
            11:08:59;8720.11;0;
            11:05:59;8720.02;0;
            11:02:58;8723.47;0;
            10:59:59;8717.31;0;
            10:56:59;8713.78;0;
            10:53:58;8720.33;0;
            10:50:58;8719.78;0;
            10:47:59;8718.77;0;
            10:44:59;8719.39;0;
            10:41:59;8718.56;0;
            10:38:58;8720.51;0;
            10:35:59;8721.89;0;
            10:32:59;8714.54;0;
            10:29:59;8710.89;0;
            10:26:58;8709.19;0;
            10:23:59;8714.5;0;
            10:20:58;8722.6;0;
            10:17:59;8726.2;0;
            10:14:58;8718.93;0;
            10:11:59;8719.01;0;
            10:08:59;8714.27;0;
            10:05:59;8718.68;0;
            10:02:57;8716.17;0;
            09:59:59;8714.61;0;
            09:56:59;8709.43;0;
            09:53:59;8713.87;0;
            09:50:58;8713.29;0;
            09:47:59;8722.89;0;
            09:44:59;8732.58;0;
            09:41:59;8734.89;0;
            09:38:59;8741.4;0;
            09:35:58;8725.68;0;
            09:32:58;8723.77;0;
            09:29:59;8727.05;0;
            09:26:58;8723.85;0;
            09:23:59;8714.94;0;
            09:20:58;8708.77;0;
            09:17:59;8709.38;0;
            09:14:59;8707.99;0;
            09:11:59;8693;0;
            09:08:58;8677.65;0;
            09:05:58;8685.14;0;
            09:03:00;8689.23;0;
            
